datasheet_id|line|description|cost|
000001318|1|1 model|140|
000001321|1|1 model|840|
000001329|1|1 model|415|
000001332|1|1 model|320|
000001333|1|1 model|315|
000001336|1|3 models|120|
000001337|1|3 models|160|
000001338|1|1 model|145|
000001339|1|1 model|130|
000001340|1|1 model|275|
000001344|1|1 model|75|
000001345|1|1 model|55|
000001346|1|1 model|65|
000001347|1|1 model|275|
000001348|1|1 model|80|
000001354|1|1 model|95|
000001355|1|1 model|70|
000001360|1|1 model|210|
000001361|1|1 model|120|
000001362|1|1 model|75|
000001363|1|1 model|160|
000001364|1|1 model|170|
000001367|1|1 model|60|
000001368|1|1 model|50|
000001369|1|1 model|50|
000001370|1|1 model|45|
000001371|1|3 models|110|
000001371|2|6 models|220|
000001372|1|5 models|155|
000001372|2|10 models|310|
000001374|1|1 model|90|
000001374|2|2 models|180|
000001374|3|3 models|270|
000001376|1|1 model|180|
000001377|1|1 model|300|
000001383|1|3 models|110|
000001385|1|1 model|50|
000001386|1|1 model|100|
000001387|1|1 model|100|
000001388|1|1 model|250|
000001389|1|1 model|230|
000001390|1|1 model|130|
000001391|1|3 models|110|
000001392|1|1 model|100|
000001393|1|1 model|115|
000001394|1|1 model|35|
000001396|1|1 model|45|
000001397|1|4 models|35|
000001398|1|1 model|40|
000001400|1|1 model|45|
000001406|1|1 model|65|
000001423|1|1 model|105|
000001446|1|1 model|140|
000001447|1|1 model|140|
000001448|1|1 model|140|
000001449|1|1 model|160|
000001450|1|4 models|200|
000001450|2|5 models|250|
000001453|1|2 models|130|
000001453|2|3 models|195|
000001453|3|5 models|325|
000001453|4|6 models|390|
000001454|1|2 models|150|
000001454|2|3 models|225|
000001455|1|1 model|65|
000001456|1|1 model|100|
000001458|1|1 model|155|
000001460|1|1 model|215|
000001461|1|1 model|200|
000001462|1|1 model|60|
000001463|1|1 model|95|
000001464|1|1 model|60|
000001465|1|1 model|230|
000001466|1|1 model|120|
000001467|1|1 model|55|
000001468|1|1 model|55|
000001469|1|1 model|60|
000001470|1|1 model|100|
000001472|1|1 model|60|
000001474|1|3 models|50|
000001474|2|6 models|90|
000001476|1|1 model|160|
000001477|1|1 model|80|
000001478|1|1 model|80|
000001479|1|1 model|215|
000001481|1|1 model|130|
000001482|1|1 model|140|
000001483|1|1 model|405|
000001484|1|1 model|450|
000001485|1|1 model|510|
000001486|1|1 model|510|
000001509|1|1 model|130|
000001523|1|5 models|75|
000001523|2|10 models|150|
000001524|1|1 model|75|
000001525|1|5 models|65|
000001525|2|10 models|130|
000001526|1|5 models|50|
000001526|2|10 models|100|
000001527|1|1 model|110|
000001533|1|1 model|200|
000001536|1|1 model|65|
000001537|1|1 model|80|
000001538|1|1 model|75|
000001539|1|1 model|75|
000001540|1|1 model|80|
000001541|1|1 model|80|
000001542|1|1 model|100|
000001545|1|1 model|80|
000001546|1|1 model|95|
000001553|1|1 model|50|
000001556|1|1 model|90|
000001557|1|1 model|165|
000001558|1|3 models|195|
000001558|2|6 models|390|
000001559|1|5 models|250|
000001560|1|3 models|225|
000001560|2|6 models|450|
000001561|1|3 models|165|
000001561|2|6 models|330|
000001562|1|1 model|105|
000001563|1|5 models|225|
000001564|1|1 model|690|
000001565|1|1 model|55|
000001567|1|1 model|50|
000001568|1|1 model|45|
000001569|1|1 model|50|
000001570|1|1 model|60|
000001571|1|1 model|60|
000001572|1|1 model|50|
000001573|1|1 model|85|
000001573|2|2 models|170|
000001574|1|5 models|80|
000001574|2|10 models|160|
000001576|1|1 model|125|
000001577|1|1 model|540|
000001579|1|1 model|65|
000001580|1|1 model|60|
000001581|1|1 model|70|
000001583|1|1 model|175|
000001584|1|1 model|80|
000001586|1|1 model|120|
000001587|1|1 model|125|
000001588|1|1 model|105|
000001589|1|1 model|60|
000001596|1|2 models|50|
000001598|1|1 model|75|
000001600|1|1 model|60|
000001601|1|4 models|55|
000001603|1|4 models|35|
000001604|1|10 models|85|
000001606|1|5 models|75|
000001606|2|10 models|150|
000001607|1|1 model|285|
000001608|1|1 model|250|
000001609|1|1 model|290|
000001610|1|1 model|150|
000001611|1|1 model|75|
000001630|1|1 model|85|
000001647|1|1 model|80|
000001648|1|1 model|425|
000001649|1|1 model|120|
000001650|1|1 model|85|
000001651|1|1 model|175|
000001658|1|1 model|415|
000001659|1|1 model|510|
000001660|1|1 model|410|
000001661|1|1 model|380|
000001662|1|1 model|765|
000001663|1|1 model|160|
000001664|1|1 model|765|
000001666|1|1 model|515|
000001667|1|1 model|160|
000001668|1|3 models|85|
000001680|1|1 model|580|
000001822|1|1 model|40|
000001825|1|1 model|160|
000001991|1|1 model|200|
000001993|1|1 model|40|
000001994|1|1 model|160|
000001997|1|5 models|90|
000001997|2|10 models|180|
000002063|1|1 model|250|
000002064|1|1 model|90|
000002066|1|5 models|85|
000002066|2|10 models|170|
000002067|1|1 model|70|
000002067|2|2 models|140|
000002068|1|1 model|170|
000002076|1|1 model|55|
000002076|2|2 models|110|
000002076|3|3 models|165|
000002077|1|1 model|2600|
000002080|1|1 model|55|
000002081|1|3 models|55|
000002081|2|6 models|110|
000002082|1|3 models|60|
000002082|2|6 models|120|
000002083|1|5 models|80|
000002083|2|10 models|160|
000002084|1|5 models|70|
000002084|2|10 models|140|
000002085|1|1 model|150|
000002086|1|1 model|185|
000002087|1|1 model|160|
000002088|1|1 model|75|
000002090|1|1 model (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|75|
000002090|2|1 model (Assigned Agent)|95|
000002092|1|1 model|175|
000002093|1|1 model|70|
000002098|1|5 models|115|
000002098|2|10 models|230|
000002099|1|3 models|120|
000002099|2|6 models|240|
000002100|1|1 model|85|
000002102|1|1 model|100|
000002103|1|5 models|165|
000002105|1|1 model|100|
000002108|1|1 model|60|
000002109|1|1 model|80|
000002110|1|3 models|90|
000002110|2|6 models|180|
000002111|1|2 models|60|
000002112|1|1 model|75|
000002114|1|3 models|40|
000002114|2|6 models|80|
000002115|1|1 model|145|
000002116|1|1 model|55|
000002116|2|2 models|110|
000002116|3|3 models|165|
000002173|1|1 model|285|
000002199|1|3 models|200|
000002202|1|5 models|120|
000002202|2|10 models|200|
000002234|1|1 model|55|
000002252|1|1 model|315|
000002255|1|5 models|100|
000002255|2|10 models|200|
000002258|1|1 model|140|
000002266|1|1 model|65|
000002267|1|1 model|95|
000002268|1|1 model|115|
000002269|1|1 model|170|
000002270|1|5 models|200|
000002285|1|5 models|90|
000002285|2|10 models|180|
000002291|1|1 model|115|
000002296|1|1 model|70|
000002302|1|5 models|200|
000002302|2|10 models|400|
000002350|1|1 model|50|
000002351|1|1 model|80|
000002352|1|1 model|85|
000002353|1|1 model|55|
000002354|1|1 model|65|
000002355|1|1 model|75|
000002357|1|1 model|300|
000002358|1|3 models|80|
000002358|2|6 models|160|
000002359|1|1 model|35|
000002359|2|2 models|60|
000002359|3|3 models|90|
000002359|4|6 models|180|
000002360|1|3 models|420|
000002361|1|1 model|60|
000002361|2|2 models|120|
000002361|3|3 models|180|
000002362|1|1 model|920|
000002363|1|1 model|45|
000002374|1|10 models|110|
000002375|1|5 models|45|
000002377|1|3 models|65|
000002378|1|1 model|35|
000002379|1|1 model|90|
000002385|1|1 model|60|
000002386|1|1 model|60|
000002389|1|5 models|70|
000002389|2|10 models|140|
000002453|1|1 model|225|
000002459|1|2 models|220|
000002460|1|1 model|80|
000002461|1|1 model|130|
000002462|1|1 model|115|
000002468|1|1 model|80|
000002471|1|4 models|95|
000002472|1|1 model|50|
000002473|1|1 model|90|
000002477|1|1 model|45|
000002478|1|1 model|35|
000002479|1|1 model|170|
000002480|1|2 models|85|
000002481|1|5 models|75|
000002481|2|10 models|150|
000002482|1|1 model|45|
000002483|1|3 models|220|
000002484|1|1 model|170|
000002485|1|6 models|110|
000002488|1|1 model|80|
000002489|1|1 model|80|
000002490|1|1 model|130|
000002491|1|1 model|70|
000002492|1|1 model|60|
000002493|1|1 model|165|
000002494|1|10 models|95|
000002494|2|20 models|190|
000002496|1|4 models|160|
000002496|2|8 models|320|
000002497|1|1 model|155|
000002498|1|1 model|135|
000002499|1|1 model|135|
000002500|1|1 model|105|
000002501|1|1 model|130|
000002507|1|10 models|100|
000002509|1|6 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|50|
000002509|2|6 models (Assigned Agent)|70|
000002518|1|1 model|110|
000002519|1|1 model|110|
000002520|1|1 model|70|
000002521|1|4 models|40|
000002521|2|5 models|50|
000002521|3|9 models|90|
000002521|4|10 models|100|
000002522|1|4 models|50|
000002522|2|5 models|65|
000002522|3|9 models|115|
000002522|4|10 models|125|
000002523|1|4 models|50|
000002523|2|5 models|65|
000002523|3|9 models|115|
000002523|4|10 models|125|
000002524|1|1 model|75|
000002525|1|1 model|65|
000002528|1|1 model|200|
000002529|1|1 model|80|
000002530|1|1 model|55|
000002531|1|5 models|60|
000002531|2|10 models|120|
000002532|1|5 models|80|
000002532|2|10 models|160|
000002533|1|3 models|80|
000002533|2|6 models|160|
000002534|1|1 model|55|
000002535|1|1 model|60|
000002536|1|5 models|75|
000002536|2|6 models|90|
000002536|3|11 models|165|
000002536|4|12 models|180|
000002537|1|1 model|90|
000002538|1|1 model|115|
000002539|1|2 models|105|
000002539|2|4 models|210|
000002540|1|1 model|115|
000002541|1|1 model|80|
000002542|1|1 model|125|
000002543|1|1 model|90|
000002544|1|1 model|350|
000002562|1|1 model|130|
000002563|1|1 model|140|
000002564|1|1 model|140|
000002565|1|1 model|165|
000002566|1|1 model|140|
000002567|1|1 model|365|
000002568|1|1 model|80|
000002569|1|5 models|80|
000002570|1|5 models|90|
000002570|2|10 models|170|
000002571|1|8 models|90|
000002571|2|16 models|195|
000002572|1|1 model|130|
000002582|1|1 model|305|
000002583|1|10 models|125|
000002584|1|10 models|140|
000002587|1|10 models|90|
000002588|1|12 models|85|
000002589|1|2 models|65|
000002590|1|10 models|70|
000002591|1|16 models|85|
000002592|1|7 models|125|
000002593|1|1 model|80|
000002594|1|1 model|70|
000002595|1|1 model|60|
000002596|1|3 models|65|
000002597|1|5 models|65|
000002598|1|10 models|100|
000002599|1|5 models|150|
000002599|2|10 models|320|
000002600|1|5 models|100|
000002600|2|10 models|200|
000002601|1|3 models|90|
000002601|2|6 models|180|
000002602|1|1 model|115|
000002603|1|3 models|80|
000002603|2|6 models|160|
000002604|1|1 model|225|
000002605|1|1 model|150|
000002606|1|1 model|55|
000002607|1|1 model|45|
000002608|1|4-5 models|60|
000002609|1|5 models|65|
000002610|1|3 models|40|
000002612|1|10 models|65|
000002612|2|20 models|120|
000002613|1|10 models|65|
000002613|2|20 models|130|
000002614|1|10 models|65|
000002614|2|20 models|120|
000002615|1|10 models|110|
000002616|1|5 models|60|
000002616|2|10 models|120|
000002617|1|1 model|240|
000002618|1|2 models|100|
000002619|1|1 model|145|
000002621|1|1 model|435|
000002622|1|1 model|100|
000002623|1|1 model|140|
000002624|1|1 model|200|
000002625|1|1 model|100|
000002626|1|1 model|110|
000002627|1|5 models|90|
000002627|2|10 models|180|
000002628|1|10 models|65|
000002628|2|20 models|130|
000002629|1|5 models|180|
000002629|2|10 models|360|
000002630|1|3 models|140|
000002630|2|6 models|280|
000002631|1|3 models|155|
000002631|2|6 models|310|
000002632|1|1 model|130|
000002633|1|2 models|70|
000002634|1|1 model|240|
000002635|1|1 model|190|
000002636|1|1 model|130|
000002637|1|1 model|130|
000002638|1|1 model|145|
000002639|1|1 model|140|
000002640|1|1 model|75|
000002641|1|1 model|210|
000002642|1|1 model|450|
000002677|1|1 model|75|
000002678|1|1 model|80|
000002679|1|1 model|175|
000002682|1|1 model|315|
000002683|1|11 models|85|
000002684|1|11 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|85|
000002684|2|11 models (Assigned Agent)|100|
000002685|1|11 models|90|
000002686|1|5 models|55|
000002686|2|10 models|110|
000002687|1|11 models|45|
000002687|2|22 models|90|
000002688|1|1 model|105|
000002689|1|1 model|95|
000002690|1|1 model|145|
000002691|1|3 models|75|
000002691|2|6 models|150|
000002692|1|3 models|65|
000002692|2|6 models|130|
000002693|1|3 models|70|
000002693|2|6 models|140|
000002694|1|1 model|65|
000002700|1|1 model|525|
000002701|1|1 model|70|
000002702|1|1 model|95|
000002703|1|3 models|150|
000002703|2|6 models|300|
000002704|1|1 model|535|
000002705|1|1 model|160|
000002706|1|1 model|150|
000002707|1|1 model|70|
000002708|1|1 model|100|
000002709|1|1 model|70|
000002710|1|1 model|265|
000002711|1|1 model|80|
000002712|1|3 models|80|
000002712|2|6 models|160|
000002712|3|Invader ATV|+60|
000002713|1|1 model|90|
000002714|1|1 model|130|
000002715|1|1 model|130|
000002717|1|1 model|210|
000002718|1|5 models|80|
000002718|2|10 models|160|
000002719|1|1 model|180|
000002720|1|1 model|105|
000002721|1|1 model|180|
000002722|1|1 model|220|
000002723|1|1 model|75|
000002724|1|1 model|495|
000002725|1|5 models|85|
000002726|1|1 model|100|
000002727|1|1 model|180|
000002728|1|1 model|115|
000002729|1|1 model|115|
000002730|1|1 model|180|
000002731|1|1 model|65|
000002732|1|3 models|75|
000002733|1|4 models|40|
000002733|2|7 models|70|
000002734|1|3 models|95|
000002735|1|3 models|95|
000002736|1|3 models|130|
000002737|1|5 models|130|
000002737|2|10 models|240|
000002738|1|1 model|100|
000002739|1|1 model|110|
000002740|1|1 model|85|
000002741|1|1 model|150|
000002742|1|1 model|170|
000002743|1|1 model|170|
000002744|1|1 model|150|
000002745|1|1 model|145|
000002746|1|5 models|60|
000002746|2|10 models|120|
000002747|1|1 model|200|
000002748|1|3 models|120|
000002749|1|1 model|195|
000002750|1|1 model|45|
000002751|1|1 model|260|
000002752|1|1 model|275|
000002753|1|1 model|90|
000002754|1|1 model|150|
000002755|1|1 model|115|
000002756|1|1 model|180|
000002757|1|1 model|170|
000002758|1|1 model|180|
000002759|1|1 model|115|
000002760|1|1 model|70|
000002761|1|5 models|90|
000002761|2|10 models|180|
000002762|1|4 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|75|
000002762|2|4 models (Assigned Agent)|105|
000002763|1|1 model|40|
000002764|1|1 model|40|
000002765|1|1 model (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|60|
000002765|2|1 model (Assigned Agent)|75|
000002766|1|1 model|55|
000002767|1|6 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|50|
000002767|2|12 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|100|
000002767|3|6 models (Assigned Agent)|60|
000002767|4|12 models (Assigned Agent)|120|
000002768|1|1 model|95|
000002769|1|1 model|160|
000002771|1|2 models|85|
000002772|1|4 models|95|
000002773|1|1 model|50|
000002775|1|1 model|50|
000002776|1|5 models|90|
000002776|2|10 models|160|
000002779|1|10 models|200|
000002780|1|10 models|200|
000002781|1|10 models|270|
000002783|1|5 models|100|
000002783|2|10 models|200|
000002786|1|1 model|90|
000002787|1|1 model|170|
000002788|1|1 model|170|
000002789|1|1 model|170|
000002790|1|1 model|230|
000002791|1|1 model|190|
000002792|1|4 models|130|
000002793|1|1 model|60|
000002794|1|1 model|130|
000002795|1|1 model|75|
000002796|1|1 model|75|
000002797|1|1 Sword Brother, 5 Initiates and 4 Neophytes|150|
000002797|2|1 Sword Brother, 11 Initiates and 8 Neophytes|320|
000002798|1|5 models|150|
000002798|2|10 models|300|
000002799|1|1 Sword Brother and 4 Initiates|85|
000002799|2|1 Sword Brother and 9 Initiates|150|
000002799|3|1 Sword Brother, 4 Initiates and 5 Neophytes|135|
000002799|4|1 Sword Brother, 9 Initiates and 10 Neophytes|290|
000002801|1|1 model|155|
000002802|1|1 model|35|
000002803|1|1 model|40|
000002804|1|1 model|30|
000002805|1|1 model|20|
000002806|1|5 models|80|
000002806|2|10 models|160|
000002808|1|1 model|180|
000002809|1|1 model|140|
000002809|2|2 models|280|
000002810|1|1 model|140|
000002811|1|1 model|145|
000003582|1|5 models|90|
000003582|2|10 models|180|
000003583|1|5 models|110|
000003583|2|10 models|200|
000003584|1|5 models|90|
000003584|2|7 models|125|
000003584|3|10 models|180|
000003585|1|1 model|840|
000003586|1|1 model|150|
000003587|1|1 model|160|
000003588|1|1 model|840|
000003589|1|1 model|560|
000003590|1|1 model|425|
000003591|1|1 model|840|
000003592|1|1 model|90|
000003593|1|7 models|125|
000003594|1|1 model|115|
000003595|1|1 model|140|
000003596|1|16 models|85|
000003597|1|1 model|100|
000003598|1|1 model|115|
000003599|1|1 model|140|
000003600|1|1 model|80|
000003601|1|1 model|115|
000003602|1|1 model|140|
000003603|1|1 model|200|
000003604|1|1 model|200|
000003605|1|1 model|200|
000003606|1|1 model|200|
000003607|1|1 model|285|
000003608|1|1 model|285|
000003609|1|1 model|285|
000003610|1|1 model|285|
000003611|1|1 model|250|
000003612|1|1 model|250|
000003613|1|1 model|250|
000003614|1|1 model|250|
000003615|1|1 model|290|
000003616|1|1 model|290|
000003617|1|1 model|290|
000003618|1|1 model|290|
000003619|1|1 model|315|
000003620|1|1 model|315|
000003621|1|1 model|315|
000003622|1|1 model|315|
000003623|1|1 model|170|
000003624|1|1 model|170|
000003625|1|1 model|170|
000003626|1|1 model|170|
000003627|1|1 model|285|
000003628|1|1 model|285|
000003629|1|1 model|285|
000003630|1|1 model|285|
000003631|1|1 model|265|
000003632|1|1 model|265|
000003633|1|1 model|265|
000003634|1|1 model|265|
000003635|1|1 model|1100|
000003636|1|1 model|1100|
000003637|1|1 model|1100|
000003638|1|1 model|1100|
000003639|1|1 model|220|
000003640|1|1 model|220|
000003641|1|1 model|220|
000003642|1|1 model|220|
000003643|1|1 model|610|
000003644|1|1 model|610|
000003645|1|1 model|610|
000003646|1|1 model|610|
000003647|1|1 model|215|
000003648|1|1 model|215|
000003649|1|1 model|215|
000003650|1|1 model|215|
000003651|1|1 model|535|
000003652|1|1 model|535|
000003653|1|1 model|535|
000003654|1|1 model|535|
000003655|1|1 model|180|
000003656|1|1 model|180|
000003657|1|1 model|180|
000003658|1|1 model|180|
000003659|1|1 model|115|
000003660|1|1 model|115|
000003661|1|1 model|115|
000003662|1|1 model|115|
000003663|1|1 model|115|
000003664|1|1 model|115|
000003665|1|1 model|115|
000003666|1|1 model|115|
000003667|1|1 model|100|
000003668|1|1 model|100|
000003669|1|1 model|100|
000003670|1|1 model|100|
000003671|1|1 model|255|
000003672|1|1 model|255|
000003673|1|1 model|255|
000003674|1|1 model|255|
000003675|1|1 model|220|
000003676|1|1 model|220|
000003677|1|1 model|220|
000003678|1|1 model|220|
000003679|1|1 model|385|
000003680|1|1 model|385|
000003681|1|1 model|385|
000003682|1|1 model|385|
000003683|1|1 model|220|
000003684|1|1 model|220|
000003685|1|1 model|220|
000003686|1|1 model|220|
000003687|1|1 model|515|
000003688|1|1 model|515|
000003689|1|1 model|515|
000003690|1|1 model|515|
000003691|1|1 model|40|
000003692|1|1 model|40|
000003693|1|1 model|85|
000003694|1|1 model|55|
000003694|2|2 models|100|
000003694|3|3 models|150|
000003695|1|1 model|50|
000003696|1|1 model|120|
000003697|1|1 model|100|
000003698|1|3 models|90|
000003698|2|6 models|180|
000003699|1|3 models|150|
000003700|1|3 models|130|
000003701|1|3 models|110|
000003702|1|1 model|55|
000003703|1|1 model|50|
000003704|1|1 model|45|
000003705|1|1 model|90|
000003706|1|3 models|95|
000003706|2|6 models|190|
000003707|1|1 model|70|
000003709|1|1 model|70|
000003710|1|10 models|90|
000003711|1|1 model|90|
000003712|1|1 model|45|
000003713|1|10 models|50|
000003713|2|20 models|100|
000003714|1|1 model|75|
000003715|1|1 model|70|
000003716|1|5 models|70|
000003716|2|10 models|140|
000003717|1|1 model|45|
000003718|1|5 models|65|
000003719|1|4-5 models|60|
000003720|1|1 model|60|
000003721|1|1 model|225|
000003722|1|1 model|60|
000003723|1|1 model|60|
000003724|1|1 model|35|
000003725|1|5 models|45|
000003726|1|10 models|65|
000003726|2|20 models|120|
000003727|1|10 models|65|
000003727|2|20 models|120|
000003728|1|10 models|65|
000003728|2|20 models|130|
000003729|1|9-10 models|60|
000003729|2|18-20 models|120|
000003730|1|1 model|85|
000003731|1|1 model|65|
000003732|1|1 model|90|
000003733|1|1 model|90|
000003734|1|1 model|145|
000003735|1|1 model|110|
000003736|1|1 model|95|
000003737|1|1 model|95|
000003738|1|1 model|45|
000003738|2|2 models|90|
000003739|1|1 model|65|
000003739|2|2 models|130|
000003739|3|3 models|195|
000003740|1|5 models|60|
000003740|2|10 models|120|
000003741|1|1 model|480|
000003742|1|1 model|450|
000003743|1|1 model|480|
000003744|1|1 model|140|
000003745|1|1 model|145|
000003746|1|1 model|455|
000003747|1|2 models|100|
000003748|1|3 models|50|
000003749|1|1 model|450|
000003750|1|1 model|125|
000003751|1|1 model|85|
000003752|1|10 models|110|
000003753|1|1 model|170|
000003754|1|1 model|200|
000003755|1|1 model|150|
000003756|1|1 model|170|
000003757|1|1 model|170|
000003758|1|1 model|150|
000003759|1|1 model|145|
000003760|1|1 model|175|
000003761|1|4 models|35|
000003762|1|3 models|40|
000003763|1|1 model|240|
000003764|1|1 model|55|
000003764|2|2 models|110|
000003764|3|3 models|165|
000003765|1|1 model|440|
000003766|1|1 model|460|
000003767|1|1 model|495|
000003768|1|1 model|110|
000003769|1|1 model|160|
000003770|1|1 model|160|
000003771|1|1 model|180|
000003772|1|1 model|25|
000003773|1|5 models|70|
000003773|2|10 models|140|
000003774|1|1 model|120|
000003775|1|1 model|110|
000003776|1|1 model|310|
000003777|1|1 model|285|
000003778|1|1 model|310|
000003779|1|1 model|250|
000003780|1|1 model|270|
000003781|1|1 model|310|
000003782|1|1 model|235|
000003783|1|1 model|125|
000003784|1|1 model|275|
000003785|1|1 model|35|
000003785|2|2 models|70|
000003785|3|3 models|105|
000003786|1|1 model|415|
000003787|1|1 model|40|
000003787|2|2 models|80|
000003787|3|3 models|120|
000003788|1|1 model|80|
000003789|1|1 model|285|
000003790|1|1 model|480|
000003791|1|1 model|105|
000003792|1|1 model|80|
000003793|1|1 model|40|
000003794|1|10 models|110|
000003795|1|1 model|325|
000003796|1|1 model|85|
000003797|1|3 models|65|
000003798|1|1 model|275|
000003799|1|1 model|115|
000003800|1|1 model|50|
000003801|1|1 model|50|
000003802|1|1 model|310|
000003803|1|1 model|225|
000003804|1|3 models|110|
000003805|1|1 model|80|
000003806|1|1 model|95|
000003807|1|1 model|55|
000003808|1|1 model|180|
000003809|1|1 model|50|
000003810|1|1 model|55|
000003811|1|1 model|45|
000003812|1|1 model|40|
000003813|1|5 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|190|
000003813|2|5 models (Assigned Agent)|210|
000003814|1|1 model|65|
000003815|1|1 model|105|
000003816|1|5 models|100|
000003816|2|10 models|200|
000003817|1|1 model|180|
000003818|1|10 models (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|100|
000003818|2|1 model (Assigned Agent)|115|
000003819|1|1 model (<ky>AGENTS OF THE IMPERIUM</ky> Detachment)|100|
000003819|2|1 model (Assigned Agent)|115|
000003820|1|1 model|70|
000003821|1|11 models|220|
000003822|1|5 models|210|
000003822|2|10 models|420|
000003823|1|3 models|70|
000003823|2|6 models|140|
000003824|1|5 models|160|
000003824|2|10 models|320|
000003825|1|5 models|100|
000003825|2|10 models|200|
000003826|1|5 models|120|
000003826|2|10 models|240|
000003827|1|5 models|90|
000003827|2|10 models|180|
000003828|1|1 model|40|
000003828|2|2 models|80|
000003829|1|1 model|30|
000003830|1|1 model|75|
000003831|1|1 model|80|
000003832|1|1 model|70|
000003833|1|1 model|85|
000003834|1|10 models|110|
000003835|1|1 model|145|
000003836|1|5 models|125|
000003836|2|10 models|250|
000003837|1|5 models|140|
000003837|2|10 models|280|
000003838|1|1 model|70|
000003839|1|1 model|70|
000003840|1|1 model|60|
000003841|1|1 model|35|
000003842|1|10 models|85|
000003843|1|10 models|95|
000003844|1|1 model|45|
000003845|1|5 models|80|
000003846|1|2 models|65|
000003847|1|1 model|65|
000003848|1|1 model|60|
000003849|1|10 models|50|
000003849|2|20 models|100|
000003850|1|10 models|50|
000003850|2|20 models|100|
000003851|1|8 models|90|
000003851|2|16 models|195|
000003852|1|10 models|85|
000003853|1|10 models|70|
000003854|1|7 models|125|
000003855|1|16 models|85|
000003856|1|4 models|55|
000003857|1|3 models|75|
000003858|1|4 models|40|
000003858|2|7 models|70|
000003859|1|3 models|95|
000003860|1|3 models|95|
000003861|1|6 models|140|
000003862|1|1 model|90|
000003863|1|1 model|60|
000003864|1|1 model|115|
000003865|1|1 model|55|
000003866|1|1 model|80|
000003867|1|2 models|220|
000003868|1|2 models|105|
000003868|2|4 models|210|
000003869|1|5 models|75|
000003869|2|6 models|90|
000003869|3|11 models|165|
000003869|4|12 models|180|
000003870|1|1 model|115|
000003871|1|1 model|105|
000003872|1|1 model|65|
000003873|1|5 models|180|
000003873|2|10 models|360|
000003874|1|10 models|290|
000003875|1|11 models|220|
000003876|1|5 models|110|
000003876|2|10 models|190|
000003877|1|1 model|80|
000003878|1|1 model|80|
000003879|1|1 model|200|
000003880|1|1 model|65|
000003881|1|10 models|85|
000003881|2|20 models|170|
000003882|1|1 model|105|
000003883|1|1 model|60|
000003884|1|1 model|145|
000003885|1|1 model|90|
000003886|1|3 models|75|
000003886|2|6 models|150|
000003887|1|1 model|150|
000003888|1|3 models|70|
000003888|2|6 models|140|
